Entry Name,true_compartments,predicted_compartments
CP2U1_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
SKIL_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CXX1_HUMAN,Membrane,Membrane
THSD1_HUMAN,"Membrane,Extracellular",Membrane
ECHB_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
PPAL_HUMAN,"Membrane,Extracellular",Membrane
CD80_HUMAN,Membrane,Membrane
RUNX1_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
RLA0_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
MBLC1_HUMAN,"Nucleus,Cytoplasm",Extracellular
UCKL1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
KCNC3_HUMAN,Membrane,Membrane
DAW1_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
MD2L1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CADM2_HUMAN,Membrane,Membrane
PPID_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ANR60_HUMAN,None provided,None provided
DOHH_HUMAN,None provided,None provided
FRDA_HUMAN,None provided,None provided
ENPP3_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ECM1_HUMAN,Extracellular,Extracellular
RAB2B_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
PA1B2_HUMAN,"Membrane,Extracellular,Cytoplasm",None provided
FANCL_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
PLIN2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus",None provided
SGTA_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
LSG1_HUMAN,"Membrane,Endoplasmic_Reticulum",None provided
POGK_HUMAN,Nucleus,Nucleus
GIPR_HUMAN,Membrane,Membrane
CHSTA_HUMAN,"Golgi,Membrane","Golgi,Membrane"
MTHR_HUMAN,None provided,None provided
SIM1_HUMAN,Nucleus,Nucleus
ALKB8_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
R3HD4_HUMAN,Nucleus,Nucleus
NADE_HUMAN,Cytoplasm,Cytoplasm
IF4H_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
STAU1_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
N4BP3_HUMAN,Cytoplasm,Cytoplasm
FUT8_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
ME3L1_HUMAN,Nucleus,None provided
DNJA1_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
PBMU2_HUMAN,Extracellular,"Membrane,Extracellular"
ZUP1_HUMAN,None provided,Nucleus
TMM70_HUMAN,Membrane,Membrane
CPNE7_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm",Membrane
STRN_HUMAN,Membrane,Membrane
NMBR_HUMAN,Membrane,Membrane
MA7D1_HUMAN,Cytoplasm,Cytoplasm
VTDB_HUMAN,"Extracellular,Cytoplasm",Cytoplasm
AR26L_HUMAN,None provided,None provided
CMI2C_HUMAN,Nucleus,None provided
ZN275_HUMAN,Nucleus,Nucleus
MORC4_HUMAN,Nucleus,None provided
MBTP2_HUMAN,"Golgi,Membrane,Cytoplasm",Membrane
SYBU_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
GALE_HUMAN,None provided,None provided
HUTU_HUMAN,None provided,None provided
G45IP_HUMAN,Membrane,Membrane
TGM3L_HUMAN,Cytoplasm,Cytoplasm
CDYL_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CWC25_HUMAN,Nucleus,Nucleus
SDA1_HUMAN,None provided,None provided
CLCA_HUMAN,"Golgi,Membrane,Cytoplasm",Nucleus
PSMD6_HUMAN,Extracellular,Extracellular
F118B_HUMAN,None provided,None provided
GRM2A_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
EPOR_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ZSC31_HUMAN,Nucleus,Nucleus
CHIC1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CCD97_HUMAN,Nucleus,Nucleus
CHSTC_HUMAN,"Golgi,Membrane","Golgi,Membrane"
CHSTE_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
IBP7_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
TBK1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
G6PT3_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
FBX17_HUMAN,Cytoplasm,Cytoplasm
NOL7_HUMAN,None provided,None provided
NCF1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CP2F1_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
CPSF5_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
LIRB4_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
FNBP1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
APTX_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
RIC3_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
PEF1_HUMAN,"Extracellular,Endoplasmic_Reticulum,Cytoplasm","Extracellular,Endoplasmic_Reticulum,Cytoplasm"
MPP7_HUMAN,Membrane,Membrane
ELOV4_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ANX13_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ASAH2_HUMAN,"Golgi,Membrane,Extracellular",Membrane
ERO1B_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
GCNT7_HUMAN,"Golgi,Membrane","Golgi,Membrane"
FGF5_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
FLT3_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
O10A7_HUMAN,Membrane,Membrane
DCA17_HUMAN,Membrane,Membrane
ICAM1_HUMAN,"Membrane,Extracellular",Membrane
RNZ2_HUMAN,Nucleus,Nucleus
DGKG_HUMAN,Membrane,Membrane
C2C2L_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
PTN11_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
KCNB1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
NMUR2_HUMAN,Membrane,Membrane
SP8_HUMAN,Nucleus,Nucleus
BRME1_HUMAN,None provided,None provided
TA2R8_HUMAN,Membrane,Membrane
SAMD8_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
AMER2_HUMAN,Membrane,Membrane
IGBP1_HUMAN,Cytoplasm,Cytoplasm
CLRN2_HUMAN,Membrane,Membrane
KAD4_HUMAN,Cytoplasm,None provided
P2RY8_HUMAN,Membrane,Membrane
O56A4_HUMAN,Membrane,Membrane
O14CZ_HUMAN,Membrane,Membrane
GDF7_HUMAN,Extracellular,None provided
TAF3_HUMAN,"Membrane,Nucleus",Nucleus
ZFP3_HUMAN,Nucleus,Nucleus
MMP17_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
TOLIP_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ERCC3_HUMAN,Nucleus,Nucleus
CXXC5_HUMAN,Nucleus,None provided
SERB_HUMAN,Cytoplasm,Cytoplasm
OPN3_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TS1R2_HUMAN,Membrane,Membrane
O51T1_HUMAN,Membrane,Membrane
LAT3_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CTIF_HUMAN,Cytoplasm,Cytoplasm
MYL10_HUMAN,Cytoplasm,Cytoplasm
CAP2_HUMAN,"Membrane,Cytoplasm",None provided
DDX10_HUMAN,Nucleus,None provided
CDKL5_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
DSC2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
RT15_HUMAN,Membrane,Membrane
TRI45_HUMAN,Cytoplasm,Cytoplasm
UBFD1_HUMAN,None provided,None provided
GP108_HUMAN,"Golgi,Membrane","Golgi,Membrane"
MARH5_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
O10J1_HUMAN,Membrane,Membrane
PODN_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
CERS2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
T150A_HUMAN,Membrane,Membrane
IGS21_HUMAN,Membrane,Membrane
NK2R_HUMAN,Membrane,Membrane
PROC_HUMAN,"Golgi,Extracellular,Endoplasmic_Reticulum",None provided
SLAP1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
VP37C_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
FCGRN_HUMAN,"Membrane,Extracellular",Membrane
2A5G_HUMAN,"Golgi,Nucleus",Membrane
KLRG2_HUMAN,Membrane,None provided
ZN224_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
GPR15_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
SNTG1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
IDH3B_HUMAN,Nucleus,Nucleus
GPC1_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
ANM9_HUMAN,Cytoplasm,Membrane
BBS2_HUMAN,Membrane,Membrane
TEFM_HUMAN,None provided,None provided
PTN1_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
HLAB_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
HPS1_HUMAN,Cytoplasm,Cytoplasm
GRP1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
HPS4_HUMAN,"Membrane,Cytoplasm",None provided
TM198_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
GP152_HUMAN,Membrane,Membrane
PDXK_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
HEXA_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PAK6_HUMAN,Cytoplasm,Cytoplasm
NUBP2_HUMAN,Nucleus,Nucleus
SYEM_HUMAN,None provided,None provided
BMP6_HUMAN,Extracellular,Extracellular
ACBD4_HUMAN,Cytoplasm,Cytoplasm
DHX58_HUMAN,Cytoplasm,Cytoplasm
UBAC2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
EXOC3_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
TBX19_HUMAN,Nucleus,Nucleus
LPAR2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
NALP7_HUMAN,Cytoplasm,Cytoplasm
RUAS1_HUMAN,None provided,None provided
DYM_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
SIR4_HUMAN,Membrane,Membrane
HGH1_HUMAN,None provided,None provided
FA9_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
F110D_HUMAN,None provided,None provided
VNN1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
FUCO_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ZN444_HUMAN,Nucleus,Nucleus
S2538_HUMAN,Membrane,Membrane
ZN395_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TCEA2_HUMAN,Nucleus,Nucleus
ARSK_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
TRIM2_HUMAN,Cytoplasm,Cytoplasm
IKBL1_HUMAN,Nucleus,Nucleus
PCNA_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
AL9A1_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
LGR5_HUMAN,"Golgi,Membrane","Golgi,Membrane"
WDR82_HUMAN,None provided,None provided
CRNN_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Nucleus"
FEV_HUMAN,Nucleus,Nucleus
CLN5_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
SYT6_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
TOB1_HUMAN,"Nucleus,Cytoplasm",None provided
HS3S6_HUMAN,"Golgi,Membrane",Membrane
ENTD1_HUMAN,Membrane,Membrane
ADEC1_HUMAN,Extracellular,Extracellular
ZN552_HUMAN,Nucleus,Nucleus
PICAL_HUMAN,"Golgi,Membrane,Nucleus,Cytoplasm","Golgi,Membrane,Nucleus,Cytoplasm"
CHM2A_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
AMPD3_HUMAN,Extracellular,Extracellular
ATF6B_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus","Golgi,Membrane,Endoplasmic_Reticulum,Nucleus"
TOX2_HUMAN,Nucleus,Nucleus
PDE1B_HUMAN,None provided,None provided
UBS3A_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
OR1L1_HUMAN,Membrane,Membrane
EXTL1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
R144A_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
SRRM4_HUMAN,Nucleus,Nucleus
FIP1_HUMAN,None provided,None provided
F16P2_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm",None provided
F228A_HUMAN,None provided,None provided
RN215_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
MT21D_HUMAN,Cytoplasm,None provided
GPBL1_HUMAN,Nucleus,Nucleus
DEMA_HUMAN,"Membrane,Cytoplasm",Nucleus
THIK_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
GLSK_HUMAN,None provided,None provided
TCRGL_HUMAN,Nucleus,Nucleus
FMT_HUMAN,None provided,None provided
IFFO1_HUMAN,Membrane,Membrane
OR7D2_HUMAN,Membrane,Membrane
DCAF8_HUMAN,"Nucleus,Cytoplasm",Nucleus
PLPP5_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
EZRI_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
RGPS1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CGAS_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
F227B_HUMAN,None provided,None provided
SIA7D_HUMAN,"Golgi,Membrane","Golgi,Membrane"
IMA4_HUMAN,Nucleus,Nucleus
SCP2_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
GBRG3_HUMAN,Membrane,Membrane
SPSB3_HUMAN,None provided,None provided
PAQR8_HUMAN,"Golgi,Membrane","Golgi,Membrane"
NHRF3_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
NDRG3_HUMAN,"Extracellular,Cytoplasm",None provided
CH033_HUMAN,None provided,None provided
PLPL9_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ARHG4_HUMAN,Membrane,Membrane
ACHB3_HUMAN,Membrane,Membrane
CP2J2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
YU008_HUMAN,None provided,None provided
KITM_HUMAN,Cytoplasm,Membrane
SYNE3_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
DEPD4_HUMAN,None provided,None provided
ELAV1_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
ZN569_HUMAN,Nucleus,Nucleus
ARSJ_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
STX11_HUMAN,"Golgi,Membrane","Golgi,Membrane"
MARC1_HUMAN,Membrane,Membrane
WWTR1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
GABR2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
ODAD4_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
RASM_HUMAN,Membrane,Membrane
SOAT1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
BRSK1_HUMAN,"Nucleus,Cytoplasm",None provided
ZFP57_HUMAN,Nucleus,Nucleus
UBP33_HUMAN,"Golgi,Cytoplasm","Golgi,Cytoplasm"
MMP24_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
GFRA2_HUMAN,Membrane,Membrane
GPR34_HUMAN,Membrane,Membrane
G6B_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
TRI10_HUMAN,Cytoplasm,Cytoplasm
CC134_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus","Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus"
OR2J2_HUMAN,Membrane,Membrane
GPC5_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
ISM1_HUMAN,Extracellular,Extracellular
CP1A2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
PEX26_HUMAN,Membrane,None provided
REEP4_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
ZN530_HUMAN,Nucleus,Nucleus
PRDM8_HUMAN,Nucleus,Nucleus
TTL11_HUMAN,None provided,None provided
DCAF6_HUMAN,"Nucleus,Cytoplasm","Membrane,Cytoplasm"
3HAO_HUMAN,Cytoplasm,Cytoplasm
HOGA1_HUMAN,None provided,None provided
EPHB1_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
ZN792_HUMAN,Nucleus,Nucleus
PDK1L_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TAAR1_HUMAN,Membrane,Membrane
DPOLB_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
PDPK1_HUMAN,"Membrane,Nucleus,Cytoplasm",None provided
GAL3B_HUMAN,None provided,None provided
TRI77_HUMAN,Cytoplasm,Cytoplasm
PCGF3_HUMAN,Nucleus,Nucleus
TEKT2_HUMAN,Nucleus,Nucleus
S19A1_HUMAN,Membrane,Membrane
CXA3_HUMAN,Membrane,Membrane
CB27B_HUMAN,None provided,None provided
CP7B1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
VPS72_HUMAN,Nucleus,Nucleus
SCUB2_HUMAN,Extracellular,Extracellular
KMCP1_HUMAN,Membrane,Membrane
PINK1_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
ACHE_HUMAN,Membrane,Membrane
CK096_HUMAN,None provided,None provided
SH3G2_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
HNRC1_HUMAN,Nucleus,Nucleus
OR4D6_HUMAN,Membrane,Membrane
BEND7_HUMAN,Extracellular,Extracellular
APCDL_HUMAN,Membrane,Membrane
NRIP2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
I17RB_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CEBPE_HUMAN,"Membrane,Nucleus",Nucleus
LSS_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
THIM_HUMAN,None provided,None provided
CCD63_HUMAN,None provided,None provided
MYOD1_HUMAN,Nucleus,Nucleus
NAT8B_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
RSLBA_HUMAN,None provided,None provided
SEMG2_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
EFC4B_HUMAN,"Golgi,Membrane,Extracellular,Cytoplasm",None provided
ILF2_HUMAN,"Membrane,Extracellular,Nucleus","Membrane,Extracellular,Nucleus"
WWAS2_HUMAN,None provided,None provided
STAT1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ZN365_HUMAN,Cytoplasm,Cytoplasm
NQO1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
COL11_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
KLH18_HUMAN,None provided,None provided
GHITM_HUMAN,"Membrane,Extracellular",Membrane
LRC63_HUMAN,None provided,None provided
MORC3_HUMAN,Nucleus,Nucleus
SGCE_HUMAN,"Golgi,Membrane","Golgi,Membrane"
BGAT_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
TPM3_HUMAN,Extracellular,Extracellular
CNNM4_HUMAN,Membrane,Membrane
KLHL7_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
IFIX_HUMAN,None provided,None provided
WDR36_HUMAN,None provided,None provided
GRK7_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
LMBD1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CDAC1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
S35B3_HUMAN,"Golgi,Membrane","Golgi,Membrane"
RFA1_HUMAN,Nucleus,Nucleus
ANRA2_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
ASPDH_HUMAN,None provided,None provided
CC112_HUMAN,Cytoplasm,Cytoplasm
RSAD2_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
RB8NL_HUMAN,Extracellular,Extracellular
HDX_HUMAN,Nucleus,Nucleus
NTRI_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
B3GN2_HUMAN,"Golgi,Membrane","Golgi,Membrane"
OSR1_HUMAN,Nucleus,Nucleus
SMAD3_HUMAN,"Membrane,Nucleus,Cytoplasm",Membrane
SMG9_HUMAN,None provided,None provided
GAB4_HUMAN,Cytoplasm,Cytoplasm
ZN652_HUMAN,Nucleus,Nucleus
P4R3A_HUMAN,None provided,None provided
PDK3_HUMAN,None provided,None provided
ADAT1_HUMAN,None provided,None provided
GT252_HUMAN,Endoplasmic_Reticulum,Endoplasmic_Reticulum
SNAG_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
KLK13_HUMAN,"Extracellular,Cytoplasm",Extracellular
ARSD_HUMAN,Endoplasmic_Reticulum,Membrane
RBY1F_HUMAN,None provided,Nucleus
LRRN1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
S26A2_HUMAN,"Membrane,Extracellular",Membrane
M4K3_HUMAN,Cytoplasm,Cytoplasm
SARAF_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ZN598_HUMAN,None provided,None provided
DFFA_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
SYF1_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
NT5D4_HUMAN,None provided,None provided
NUMBL_HUMAN,Cytoplasm,None provided
DDAH1_HUMAN,Extracellular,Extracellular
RALY_HUMAN,Nucleus,Nucleus
GLYR1_HUMAN,None provided,None provided
GMPPA_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
C1T9A_HUMAN,Extracellular,Extracellular
GRASP_HUMAN,"Membrane,Cytoplasm",Nucleus
STML2_HUMAN,Membrane,Membrane
CLC14_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
NPIB7_HUMAN,Extracellular,Extracellular
ZN264_HUMAN,Nucleus,Nucleus
I4E1B_HUMAN,None provided,None provided
CELF2_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
CC166_HUMAN,None provided,None provided
TEKT5_HUMAN,Nucleus,Nucleus
FGF2_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
TMCC1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
AUNIP_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
IGHG1_HUMAN,"Membrane,Extracellular",Membrane
CP46A_HUMAN,"Membrane,Endoplasmic_Reticulum",Membrane
GP148_HUMAN,Membrane,Membrane
TSSC4_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
FGD2_HUMAN,"Golgi,Membrane,Nucleus,Cytoplasm","Golgi,Membrane,Nucleus,Cytoplasm"
NDUS3_HUMAN,Membrane,Membrane
PK1IP_HUMAN,None provided,None provided
PATL2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SEM4B_HUMAN,Membrane,Membrane
ZNF3_HUMAN,Nucleus,Nucleus
FHR5_HUMAN,Extracellular,Extracellular
ATD3A_HUMAN,Membrane,Membrane
C2C4B_HUMAN,Nucleus,Nucleus
FCRLB_HUMAN,"Endoplasmic_Reticulum,Cytoplasm","Endoplasmic_Reticulum,Cytoplasm"
PDZD4_HUMAN,None provided,None provided
SPEGN_HUMAN,None provided,None provided
CALX_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
CMKMT_HUMAN,"Golgi,Cytoplasm","Golgi,Cytoplasm"
I17RC_HUMAN,Membrane,Membrane
KPRB_HUMAN,Cytoplasm,Cytoplasm
AP2A_HUMAN,Nucleus,Nucleus
DNER_HUMAN,Membrane,Membrane
UBA5_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm",None provided
STIM2_HUMAN,"Membrane,Endoplasmic_Reticulum",None provided
HSF1_HUMAN,"Nucleus,Cytoplasm",Nucleus
RWDD1_HUMAN,Cytoplasm,Cytoplasm
KC1A_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
RAB30_HUMAN,"Golgi,Membrane","Golgi,Membrane"
T11X1_HUMAN,None provided,None provided
AP3M1_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
