M,R,P,L,S,G,K,T,I,F,A,C,Q,V,Y,N,E,D,H,W,U,Mass
7,15,10,16,20,6,11,10,8,8,10,11,12,9,6,15,23,7,3,3,0,24359
6,5,12,4,12,12,42,6,4,9,18,3,4,5,6,5,33,18,5,2,0,24238
5,12,6,16,11,16,15,17,18,1,13,6,14,5,2,17,19,16,1,1,0,23354
13,5,7,21,18,23,10,9,13,7,25,8,7,15,9,6,3,6,1,5,0,22418
6,16,3,24,21,8,14,8,13,4,17,3,14,10,1,12,22,10,5,0,0,23772
1,24,14,20,15,7,17,12,10,1,13,10,5,19,4,3,20,7,8,1,0,24043
4,31,14,12,11,9,25,8,10,7,25,1,7,14,3,7,13,4,4,2,0,24261
2,18,11,17,21,18,9,2,6,10,14,2,11,11,7,6,17,13,8,8,0,24252
6,8,10,20,14,19,17,12,9,6,8,12,8,11,16,8,7,8,5,7,0,24145
4,23,12,21,13,12,13,7,8,7,20,8,6,11,5,9,9,18,4,1,0,23720
5,8,10,16,19,6,27,14,9,14,17,5,13,2,6,6,20,8,3,3,0,24382
6,8,7,19,13,13,18,9,10,9,15,6,6,20,5,10,12,13,8,4,0,23712
3,23,20,21,21,26,4,9,4,4,15,10,9,11,0,4,19,3,3,2,0,22478
12,19,7,15,30,9,7,8,9,10,10,5,6,14,10,10,12,11,4,3,0,24338
6,8,10,12,18,13,22,10,12,5,16,1,9,15,2,4,26,18,3,1,0,23307
5,13,11,21,10,21,2,9,8,12,18,2,17,20,7,6,14,6,6,3,0,23409
2,11,32,27,15,24,7,8,1,5,23,5,17,8,1,7,5,0,9,4,0,22100
2,19,22,21,9,18,5,4,3,3,23,4,10,31,0,1,16,10,6,4,0,22698
4,15,4,29,21,18,11,8,5,11,3,5,10,10,10,5,19,16,7,0,0,24273
6,18,15,25,13,18,5,10,7,6,24,4,7,14,1,4,18,10,5,1,0,22758
5,18,13,26,10,16,15,7,4,6,9,1,10,17,3,7,33,10,1,0,0,23986
4,13,12,32,11,15,8,9,6,11,24,3,6,17,10,5,8,10,3,4,0,23418
4,11,8,19,22,24,8,12,5,4,10,4,8,21,6,9,13,7,11,5,0,23026
2,9,25,10,21,22,13,19,10,5,10,3,8,12,4,15,9,8,5,1,0,22338
8,14,10,34,14,17,9,7,3,10,20,3,8,16,4,5,13,6,8,2,0,23338
7,21,9,27,13,16,5,11,8,8,18,3,6,12,6,7,11,8,11,4,0,23946
5,13,10,25,11,13,16,11,8,6,19,7,10,15,10,5,13,10,3,1,0,23625
3,19,12,26,13,27,7,8,7,10,12,2,9,10,9,5,14,9,8,1,0,23499
4,6,9,25,9,18,22,7,14,11,8,2,4,10,5,7,21,15,10,4,0,24172
6,9,12,25,9,4,14,11,13,8,8,5,11,26,5,6,15,13,10,1,0,24334
4,11,11,17,22,15,19,8,3,2,16,3,13,8,1,3,32,16,7,1,0,23433
9,17,4,27,12,8,11,14,13,8,7,2,21,11,3,10,13,14,8,0,0,24775
6,9,11,28,19,7,14,13,9,11,18,4,14,8,3,11,16,8,2,1,0,23718
5,19,11,18,18,12,21,8,6,5,11,11,7,10,5,9,15,9,7,5,0,24425
3,15,6,27,14,13,16,8,6,9,22,3,9,15,3,4,17,12,6,4,0,23819
3,6,4,33,13,9,11,16,16,20,14,4,3,17,14,6,6,7,5,5,0,24542
3,6,4,34,14,11,11,16,17,20,13,3,3,16,15,5,6,7,4,4,0,24422
4,7,10,14,10,31,16,15,15,14,9,2,3,23,4,6,7,14,5,3,0,22763
5,13,3,18,13,15,15,12,14,7,12,5,14,11,9,6,22,11,4,3,0,24391
5,11,2,13,10,21,12,15,19,10,20,3,11,8,7,11,16,10,6,2,0,23546
2,13,9,24,23,12,10,11,16,6,9,12,11,7,7,5,13,14,7,1,0,23805
4,40,14,20,14,32,3,3,1,2,22,2,9,2,1,6,20,11,2,4,0,23390
8,10,8,15,19,19,14,10,17,9,17,4,9,10,6,4,7,12,10,4,0,23498
3,11,7,18,19,20,12,11,14,9,15,4,10,13,6,5,15,13,4,3,0,23339
6,12,11,16,16,10,13,11,12,6,18,4,11,21,2,9,16,9,4,5,0,23659
2,20,9,28,8,18,7,6,4,14,17,4,12,14,3,5,19,19,1,2,0,23943
4,9,7,27,17,13,21,14,14,7,11,2,7,13,9,6,20,5,6,0,0,23935
4,6,9,23,19,7,13,9,9,14,16,5,12,12,7,12,11,14,7,3,0,24107
10,11,6,19,11,2,21,13,14,11,17,0,10,14,7,13,21,10,2,0,0,24702
5,7,8,33,16,7,20,17,7,3,12,3,3,8,7,10,24,9,9,4,0,24324
3,10,7,25,14,13,16,10,3,10,22,4,14,18,4,6,15,10,6,2,0,23491
9,7,9,18,14,19,11,15,5,11,15,8,13,21,8,5,12,7,4,1,0,23222
6,12,13,22,11,9,10,13,15,9,17,5,10,16,4,8,18,8,3,3,0,23893
9,5,16,13,24,9,10,11,9,11,13,11,13,16,5,4,10,9,11,3,0,23616
7,24,27,22,23,15,4,11,4,3,16,2,16,7,2,0,8,11,7,3,0,23406
4,14,10,32,14,11,8,7,9,12,22,0,8,15,12,12,6,4,6,6,0,24264
6,9,26,14,11,9,11,8,15,5,13,4,17,15,9,8,17,4,4,8,0,24520
4,7,5,26,16,14,12,9,14,19,16,5,7,17,3,6,10,10,5,8,0,24111
4,13,8,17,14,11,19,17,10,9,14,3,17,9,2,7,20,13,1,5,0,24377
9,10,9,35,18,13,5,9,12,15,22,6,2,11,8,7,4,9,7,2,0,23539
3,16,26,23,13,16,4,8,5,11,18,6,3,9,13,10,12,8,6,3,0,23878
10,22,17,16,16,17,7,6,8,4,22,5,8,21,11,3,5,9,3,3,0,23564
4,15,19,22,25,22,7,19,2,5,14,4,12,12,4,6,9,2,4,6,0,22963
3,20,19,20,11,18,3,7,6,5,10,2,8,17,6,9,30,11,5,3,0,24153
6,13,10,23,21,11,18,13,10,5,18,2,9,24,5,7,14,3,1,0,0,23277
4,13,3,20,14,16,10,19,9,10,21,2,7,18,6,10,19,7,3,2,0,23496
3,14,6,21,15,17,10,14,10,11,19,5,10,13,6,9,16,10,2,2,0,23587
8,7,10,10,17,15,14,11,8,7,15,1,10,20,8,7,31,11,1,2,0,23757
6,25,23,22,21,13,8,7,3,4,12,3,18,4,4,7,22,3,5,3,0,24412
7,9,10,13,23,9,13,10,12,9,3,9,12,16,7,11,14,9,6,11,0,25038
2,13,13,12,13,24,41,11,3,2,32,0,8,11,4,7,10,4,2,1,0,22487
8,4,8,19,15,11,13,11,12,6,8,7,6,12,3,11,38,16,4,1,0,24049
9,20,9,27,12,15,9,14,7,13,12,5,9,13,10,4,9,6,3,7,0,24893
2,19,4,15,12,14,11,13,15,11,11,4,10,22,7,5,19,10,5,4,0,24622
2,23,21,18,8,15,12,9,4,7,19,10,9,11,5,9,17,6,5,3,0,24031
6,14,17,23,20,9,6,12,8,8,11,6,13,19,8,2,12,9,6,4,0,24202
4,7,8,13,15,10,16,16,11,4,21,0,18,22,2,7,27,11,0,1,0,23306
5,12,16,15,14,16,10,14,7,12,12,7,6,20,6,8,14,10,5,4,0,23794
3,13,20,19,10,3,22,9,6,9,8,9,14,16,6,8,19,11,7,1,0,24944
2,30,11,21,16,10,25,13,4,2,16,0,7,7,3,2,24,12,8,0,0,24663
3,10,11,28,12,8,14,11,8,10,14,5,14,24,7,5,16,7,6,0,0,24086
15,9,3,14,16,7,27,16,13,4,19,1,16,11,0,8,19,14,1,0,0,23907
2,18,10,23,24,10,20,9,9,9,10,6,7,7,9,8,19,3,5,5,0,24860
4,15,7,25,14,7,25,11,7,2,7,0,16,13,9,13,27,6,5,1,0,25253
3,11,23,21,24,18,11,16,1,4,15,6,11,16,5,4,11,5,3,6,0,23063
11,10,10,17,17,15,4,15,16,20,13,6,9,15,10,9,6,6,1,4,0,24226
6,8,4,33,13,10,12,16,18,20,8,4,5,16,15,7,8,6,2,3,0,25027
5,19,23,18,12,14,7,13,7,10,22,8,3,11,5,2,19,7,3,6,0,23927
3,5,10,15,32,13,15,18,6,8,13,5,15,15,9,7,10,10,2,3,0,23379
7,22,11,12,10,17,23,4,14,11,16,8,6,12,6,5,10,10,8,2,0,24577
3,11,9,20,13,29,13,7,7,10,30,4,5,21,2,6,12,8,2,2,0,22086
7,13,4,28,11,5,19,15,11,6,16,3,12,18,4,9,18,8,5,2,0,24598
5,17,10,31,18,9,7,8,5,9,16,4,8,19,6,6,16,9,8,3,0,24365
3,26,21,27,20,18,8,14,1,2,26,0,9,7,4,2,8,9,4,5,0,23309
5,11,12,18,18,9,22,10,5,4,16,3,13,16,1,2,36,8,2,3,0,24152
6,25,16,34,12,25,3,4,4,3,24,5,6,13,1,6,10,8,7,2,0,22937
3,17,11,27,14,6,14,11,7,7,12,8,6,11,6,9,20,16,4,5,0,24927
4,10,8,20,11,11,8,8,15,10,20,7,12,8,13,8,24,12,3,2,0,24506
4,9,10,22,10,15,17,13,9,5,22,3,7,9,7,12,13,18,4,5,0,23787
11,15,7,17,15,12,10,9,14,13,11,2,8,9,4,10,25,15,6,1,0,24750
6,3,10,22,27,16,4,12,16,11,19,7,8,12,7,13,9,4,5,3,0,22933
5,21,15,30,16,12,8,9,7,5,20,3,11,4,2,4,24,9,6,3,0,24182
8,21,11,12,10,18,22,4,12,11,15,8,6,14,6,5,10,10,9,2,0,24519
2,4,11,30,15,27,4,13,8,9,15,12,6,12,9,5,11,9,8,4,0,22871
5,5,11,21,10,15,19,12,8,6,13,12,7,18,11,7,13,13,7,1,0,23821
8,4,12,18,17,10,11,16,19,6,8,3,8,8,4,13,32,15,0,2,0,24069
7,11,8,20,14,14,16,6,9,7,14,4,13,13,15,7,16,13,1,6,0,24843
2,23,21,22,23,18,7,14,3,6,23,5,5,5,3,6,14,8,4,2,0,23077
5,8,14,25,10,19,9,14,9,10,22,4,6,18,4,7,17,8,4,1,0,22957
4,14,13,24,25,21,4,10,4,17,11,4,11,10,3,4,19,10,2,5,0,23912
4,12,13,30,18,12,9,11,4,12,14,7,8,14,4,3,16,13,8,3,0,24154
4,39,34,16,21,26,3,11,3,0,22,7,6,7,0,1,6,1,6,2,0,22842
3,13,9,20,13,12,12,11,14,11,15,3,7,22,8,6,13,13,5,5,0,24484
8,13,13,20,14,14,12,10,7,10,8,6,7,20,5,13,16,12,5,2,0,24326
7,13,5,25,15,7,14,9,11,11,21,3,15,13,10,7,14,10,3,2,0,24741
7,12,9,8,20,17,9,11,14,9,9,5,18,5,11,9,19,7,7,9,0,25150
6,8,13,4,11,11,43,5,4,9,19,3,2,5,7,4,36,20,3,2,0,24894
5,11,9,15,15,13,13,14,9,10,24,4,13,13,5,16,13,9,2,2,0,23659
6,13,14,7,5,9,37,9,8,8,45,2,14,15,2,4,4,7,3,3,0,23432
5,10,6,18,18,12,14,12,8,8,26,4,17,13,7,10,13,9,3,2,0,23707
4,11,7,16,12,18,12,14,15,8,21,4,12,9,10,10,16,10,4,2,0,23897
10,10,16,19,11,13,9,6,11,11,11,6,13,9,13,9,16,12,8,2,0,24942
8,8,8,28,21,12,10,16,16,14,12,7,5,15,2,2,4,9,10,8,0,24217
5,7,9,11,18,8,16,18,10,3,24,0,18,19,2,8,29,10,0,0,0,23384
2,17,11,48,8,29,4,7,0,3,48,5,5,7,3,0,10,2,1,5,0,21790
7,37,10,23,9,15,6,27,3,1,16,0,15,4,1,4,10,8,17,2,0,24905
3,12,31,32,30,16,1,12,2,4,28,10,10,13,0,0,4,2,2,3,0,21770
5,20,15,21,25,24,4,14,0,4,22,7,10,8,3,4,10,7,7,5,0,22988
10,10,9,20,11,12,10,13,16,12,10,6,9,15,4,6,22,15,4,1,0,24453
2,15,20,21,27,11,11,10,8,5,18,1,9,11,4,7,22,10,3,0,0,23463
4,16,10,26,26,18,4,7,7,5,19,12,6,12,7,9,7,10,4,6,0,23431
2,19,22,19,21,12,4,12,10,7,17,5,10,21,3,6,9,10,4,2,0,23431
6,10,12,25,18,12,19,9,17,8,13,3,9,7,4,12,19,5,7,0,0,24151
5,20,18,20,16,14,15,11,7,1,22,3,14,5,1,7,18,8,7,3,0,23863
7,16,16,21,15,10,13,14,6,6,5,9,9,8,3,11,18,19,5,4,0,24802
4,11,10,18,15,12,14,10,11,11,11,11,9,12,3,15,14,8,8,8,0,24704
9,16,13,9,10,21,27,6,5,5,11,2,7,4,5,10,39,13,2,1,0,24647
5,10,14,28,12,14,15,8,10,7,13,3,19,21,4,9,13,6,3,1,0,23897
4,7,7,12,17,12,16,18,10,3,24,0,17,22,2,8,25,9,0,2,0,23223
6,11,11,20,15,8,8,11,10,11,12,6,6,23,9,10,26,6,2,4,0,24702
6,12,15,24,13,10,12,12,18,6,16,5,17,13,6,7,10,10,2,2,0,24212
7,16,14,26,20,19,7,4,6,8,15,5,5,17,7,2,14,11,10,3,0,24003
5,19,22,25,22,9,9,13,6,4,23,6,10,14,5,7,6,4,5,2,0,23602
5,9,8,15,9,25,26,12,11,16,14,1,2,21,4,6,12,15,3,2,0,23743
8,9,8,15,23,9,14,8,14,12,8,12,11,10,10,14,11,7,4,9,0,25304
5,11,8,15,12,15,13,12,9,9,31,4,13,13,6,15,12,9,2,2,0,23483
4,15,6,16,16,11,12,15,15,7,16,2,8,17,8,13,15,14,4,2,0,24394
4,9,12,18,4,14,18,11,10,11,17,3,9,22,8,10,12,15,6,3,0,24423
3,23,21,27,13,20,3,9,1,14,23,7,6,9,8,4,10,8,5,2,0,23889
7,21,12,18,9,9,11,9,11,15,12,6,8,16,10,6,16,10,7,3,0,25623
2,9,13,26,22,15,10,18,10,7,8,7,13,12,2,10,10,7,8,7,0,24036
7,7,12,20,13,9,17,12,13,16,11,3,9,11,8,10,16,11,8,3,0,25091
8,12,12,16,6,8,17,10,12,15,10,8,9,18,9,11,14,10,8,3,0,25464
5,13,27,29,15,15,3,8,4,10,18,4,10,13,6,4,18,9,3,2,0,23729
3,24,29,22,17,22,1,4,2,8,33,9,3,23,0,1,3,3,6,3,0,22304
5,15,3,14,19,18,11,13,19,10,15,4,11,10,7,10,14,11,5,2,0,24214
7,20,18,14,9,15,16,13,12,3,10,2,5,21,10,3,17,12,3,6,0,24915
6,13,11,26,21,11,9,10,18,6,13,5,3,24,9,5,8,8,6,4,0,24151
6,20,13,35,16,20,4,13,3,7,34,2,4,11,8,3,6,5,3,3,0,23077
7,13,9,24,17,15,11,9,7,14,15,1,12,9,5,10,17,14,4,3,0,24535
7,8,11,20,15,9,16,11,13,16,12,3,10,10,8,10,16,10,8,3,0,25080
2,8,22,27,27,7,12,17,7,3,9,8,6,8,6,10,19,6,6,6,0,24193
5,9,4,19,17,12,14,14,15,9,18,5,7,15,8,8,16,11,8,3,0,24400
4,12,9,33,21,11,9,12,8,14,10,5,14,7,8,9,15,11,3,2,0,24847
3,12,11,17,12,11,16,18,11,8,11,4,7,12,6,13,18,14,5,8,0,25097
6,17,10,11,20,22,10,13,5,10,26,4,11,3,12,8,18,5,3,3,0,24015
5,14,11,35,15,17,4,11,3,6,22,4,12,22,1,5,17,2,8,3,0,23522
9,10,8,16,14,24,7,14,10,13,17,4,12,10,12,7,9,15,4,2,0,24010
6,15,18,17,28,4,8,8,5,6,19,11,12,8,6,5,21,9,6,5,0,24636
4,12,17,16,16,18,18,9,7,5,28,2,4,9,8,7,16,8,10,3,0,23666
6,11,8,26,13,8,31,8,9,7,13,3,9,20,6,11,10,11,6,1,0,24831
5,12,11,14,11,15,16,5,9,17,12,2,11,14,7,13,14,18,6,5,0,25206
3,17,11,19,18,13,12,5,10,16,12,2,11,12,8,8,19,11,5,5,0,25337
3,17,7,16,15,15,14,13,15,14,9,7,8,16,6,4,19,11,4,4,0,25007
6,19,12,15,14,15,11,11,8,7,18,0,20,21,2,5,19,7,5,2,0,24306
6,5,14,28,18,10,7,12,13,9,8,5,6,17,6,10,26,14,1,2,0,24295
5,12,28,13,15,26,10,10,2,9,6,17,5,12,9,6,8,3,15,6,0,24088
2,10,19,21,40,19,8,13,5,2,10,1,17,9,3,5,16,5,11,1,0,23111
3,12,11,12,23,11,29,7,12,9,14,4,6,9,7,9,23,14,1,1,0,24592
3,22,31,11,13,23,9,11,6,3,17,1,7,14,1,4,26,11,1,3,0,23468
8,11,13,30,18,7,13,9,11,6,13,8,8,14,5,8,9,14,8,4,0,24620
9,25,5,23,16,10,10,9,17,4,12,0,12,11,5,9,26,11,3,0,0,25218
7,13,13,19,8,10,16,11,8,17,11,4,9,15,8,11,13,12,9,3,0,25464
8,20,7,23,11,16,9,8,12,5,26,3,6,14,7,6,16,10,7,3,0,24277
10,22,15,19,10,10,19,12,13,5,18,3,17,5,4,4,20,8,3,0,0,24956
3,10,12,30,7,11,24,12,3,4,19,4,12,18,5,6,24,8,5,0,0,24279
7,18,15,20,19,21,5,6,3,8,28,3,6,13,4,1,22,12,4,2,0,23351
2,25,12,11,7,73,12,2,4,18,2,3,6,7,5,9,9,7,3,0,0,22348
7,11,23,18,12,17,13,11,9,5,29,5,12,5,7,2,13,12,4,2,0,23434
6,12,6,19,10,12,24,9,8,5,19,3,19,12,10,5,24,11,2,1,0,24906
3,13,8,19,18,10,9,15,7,14,13,5,12,20,10,5,17,12,6,1,0,24777
6,11,8,20,9,17,15,15,9,12,14,4,12,12,8,14,13,16,1,2,0,24608
5,6,10,31,10,20,7,15,5,7,28,12,7,25,8,3,4,6,2,7,0,23147
2,14,19,15,15,13,8,16,14,17,8,4,8,12,6,12,22,7,3,3,0,24947
7,12,9,21,11,16,16,11,15,9,10,4,3,20,11,8,9,21,5,0,0,24579
8,10,12,27,10,11,20,6,14,13,10,4,4,6,12,10,18,14,5,4,0,25712
3,15,16,16,17,25,10,7,8,11,18,3,11,18,6,4,13,13,4,0,0,23480
5,14,3,20,14,17,12,13,13,11,20,5,11,10,7,11,17,11,2,2,0,24390
6,11,9,31,11,11,22,7,12,13,11,3,4,6,12,8,16,17,4,4,0,25675
5,29,17,24,8,10,11,12,6,5,18,1,8,12,7,4,18,11,5,7,0,25650
7,11,11,26,12,10,16,8,12,13,12,4,6,8,12,9,16,16,5,4,0,25561
6,10,0,16,14,11,11,16,14,8,17,7,5,23,10,10,26,7,4,3,0,24707
4,8,23,13,23,23,10,12,8,4,41,2,3,10,7,6,9,10,2,0,0,21711
5,8,18,10,19,14,5,17,13,10,22,1,11,16,7,9,11,12,8,2,0,23661
2,14,5,18,15,12,13,14,15,7,18,2,8,16,8,14,15,16,4,2,0,24489
11,10,6,16,17,16,17,9,3,8,14,2,16,14,4,7,19,10,12,7,0,25059
3,11,12,18,21,11,17,11,9,4,9,6,17,12,4,9,24,11,7,2,0,24690
3,21,32,15,27,35,3,8,4,6,19,6,7,10,0,0,8,6,6,2,0,22150
4,20,31,26,19,23,2,8,2,6,31,6,6,8,6,3,2,4,1,10,0,23184
3,16,11,20,12,17,9,10,7,8,21,7,15,18,4,5,16,10,6,3,0,24133
3,11,6,28,8,13,10,15,12,10,19,2,10,18,6,8,17,10,9,3,0,24600
6,14,5,19,13,13,15,16,10,8,8,5,9,24,7,5,20,13,5,3,0,25003
5,17,19,17,8,16,15,9,10,6,8,0,7,8,8,5,41,16,1,2,0,25334
10,22,13,15,7,18,13,9,3,5,19,3,9,13,2,4,34,3,10,6,0,25122
6,5,17,17,25,13,20,4,8,12,13,8,7,13,3,10,17,11,6,3,0,24126
8,7,5,25,13,9,12,11,15,11,16,5,15,10,7,9,17,14,5,4,0,25060
7,7,17,17,37,17,12,3,8,7,8,2,6,11,2,15,20,9,11,3,0,23930
9,18,10,27,17,16,10,17,8,11,12,4,8,14,8,4,10,11,4,1,0,24687
2,15,9,10,19,21,26,13,8,8,23,3,5,14,3,3,17,14,5,1,0,23694
5,11,8,13,18,15,12,11,10,13,22,4,10,15,8,9,12,19,1,3,0,24267
6,3,4,33,18,17,10,10,22,16,10,12,5,14,7,11,6,6,5,4,0,24341
7,10,5,15,17,12,14,18,11,13,15,4,11,15,8,9,12,19,1,3,0,24758
8,13,9,18,14,26,4,11,10,6,27,2,5,19,10,4,14,13,5,1,0,23264
11,10,10,33,19,2,13,15,10,9,15,8,8,10,5,11,14,11,5,0,0,24874
6,14,8,29,15,15,17,10,13,14,13,3,3,10,7,5,20,11,5,1,0,24976
8,5,8,25,22,16,8,17,18,8,19,8,6,14,4,10,6,7,6,4,0,23515
2,6,10,35,20,10,9,16,18,16,9,9,3,17,7,10,6,3,4,9,0,24890
1,8,45,14,9,11,3,9,7,9,44,2,3,13,8,7,15,5,4,2,0,22720
2,18,18,26,22,13,11,8,7,5,18,3,11,12,3,8,18,10,5,1,0,24123
2,11,9,34,28,13,2,11,11,8,27,9,6,15,6,6,8,3,3,7,0,23550
6,13,10,26,25,9,7,7,11,4,12,11,13,11,4,10,27,5,4,4,0,24770
9,7,7,24,15,19,8,12,17,15,19,9,6,15,10,5,6,9,2,5,0,24201
7,21,9,14,16,12,18,11,12,11,16,4,6,14,8,3,16,16,4,1,0,25145
6,10,9,39,24,27,1,10,7,2,29,6,10,18,1,1,6,3,7,3,0,22172
2,35,26,19,15,22,5,5,4,4,23,2,11,12,1,2,26,3,1,1,0,24028
6,19,17,11,24,12,14,8,8,7,21,2,6,14,5,9,19,10,3,4,0,24441
7,10,11,28,22,8,10,17,12,13,11,10,4,7,8,15,7,10,6,3,0,24852
9,8,11,21,12,9,24,9,10,3,20,1,15,10,6,7,20,24,0,0,0,24571
4,17,9,34,21,17,10,14,4,9,11,3,11,12,6,5,12,11,5,4,0,24678
4,9,15,18,10,14,15,16,12,6,17,5,7,16,7,6,24,12,4,2,0,24328
5,14,7,17,16,6,18,16,5,10,21,2,14,20,6,9,16,7,4,6,0,25181
6,11,10,28,15,18,11,8,12,12,18,2,7,13,11,8,14,11,4,0,0,24340
8,14,13,20,14,11,9,11,8,8,11,7,14,18,2,12,12,7,9,12,0,25576
3,17,22,30,29,12,7,7,6,5,18,9,9,18,3,1,9,8,4,3,0,23767
6,7,9,29,12,19,8,14,12,4,29,9,10,21,7,6,5,7,0,6,0,23319
2,15,11,13,15,24,17,8,9,5,27,5,8,16,6,10,8,16,5,0,0,23306
5,12,17,26,18,16,7,15,7,9,21,2,5,15,6,8,9,10,7,5,0,24075
3,17,9,22,17,9,28,10,15,10,15,3,15,10,7,2,12,10,5,1,0,25425
5,11,16,25,18,12,13,8,8,11,10,6,8,21,16,13,5,7,5,2,0,25066
6,9,13,16,13,15,18,9,17,7,20,12,8,10,7,6,12,14,4,4,0,24399
6,11,5,11,18,12,13,15,13,13,16,4,14,14,9,9,12,20,2,3,0,24984
6,11,4,22,14,10,15,15,20,11,16,6,8,15,7,12,12,9,5,2,0,24935
6,6,9,32,18,21,7,11,10,4,24,10,9,23,8,4,6,4,2,6,0,23292
7,12,12,10,25,12,16,12,18,11,9,3,7,14,10,12,9,11,8,2,0,25022
4,17,9,35,9,12,9,7,5,3,22,3,29,12,5,5,19,7,6,2,0,24989
4,14,11,24,29,8,29,18,3,9,11,6,8,9,5,10,7,7,7,1,0,24827
2,30,33,25,24,24,0,7,0,3,30,9,5,9,1,1,5,4,4,4,0,22878
6,17,8,22,12,13,12,10,6,8,17,3,11,14,10,6,17,18,7,3,0,25336
8,18,9,15,16,22,7,16,4,1,24,4,12,17,2,8,13,10,10,4,0,23740
13,10,9,26,20,22,3,12,8,9,21,14,6,14,8,8,8,1,2,6,0,23777
3,22,32,20,22,11,3,6,5,8,28,3,11,8,4,3,15,11,3,2,0,23980
5,9,6,40,15,19,5,9,5,11,16,7,9,16,2,9,12,8,8,9,0,24509
3,11,12,23,24,14,6,9,4,11,30,9,6,20,3,6,10,10,7,2,0,23298
5,9,10,17,15,11,17,9,16,13,15,3,11,11,9,11,15,11,9,3,0,25316
4,22,9,13,13,17,6,9,5,14,7,10,10,14,8,13,20,10,14,2,0,25744
4,18,9,33,10,11,8,7,6,3,23,3,29,12,5,6,19,7,6,1,0,24932
6,6,13,18,16,12,13,11,13,10,9,8,12,14,10,8,18,10,8,5,0,25279
1,21,26,23,8,22,9,4,6,1,23,14,12,8,5,5,15,8,5,4,0,23977
8,20,15,23,14,22,6,5,10,9,13,5,10,12,3,4,22,17,0,2,0,24482
10,7,10,30,14,15,13,12,9,16,21,8,3,16,11,2,5,8,7,4,0,24699
4,22,29,23,27,12,11,9,5,4,19,10,9,4,2,2,11,7,7,4,0,24325
7,9,3,23,12,28,10,10,19,18,15,11,6,16,7,5,12,5,3,2,0,24148
4,5,14,22,11,16,23,10,9,14,8,5,11,19,9,8,14,9,7,3,0,25202
7,5,10,31,17,12,8,12,15,22,14,7,6,17,5,5,14,4,4,6,0,25027
9,21,25,20,20,14,6,5,2,8,12,11,10,19,3,4,16,7,5,4,0,24789
5,8,6,19,16,16,16,14,14,10,10,4,16,18,7,10,16,11,3,2,0,24841
6,13,4,20,15,19,12,12,12,11,15,5,10,12,8,9,16,16,3,3,0,24868
5,12,22,26,32,14,10,12,3,5,17,7,11,10,7,1,9,12,3,3,0,23883
3,2,12,23,11,18,16,9,6,21,11,5,17,19,7,12,14,6,5,3,1,24971
3,19,38,10,9,29,3,8,6,5,23,3,17,13,4,1,16,9,4,1,0,23262
5,53,17,5,48,15,12,7,1,4,8,0,1,11,9,1,9,12,3,0,0,25476
7,22,3,26,29,10,18,8,9,0,12,3,8,7,5,8,19,18,8,1,0,25254
4,30,14,12,17,28,8,6,5,9,7,2,4,12,17,4,16,19,4,3,0,25542
2,25,25,22,22,22,3,4,1,3,29,5,5,19,5,3,13,6,4,3,0,23353
2,12,14,13,18,33,13,7,2,2,15,3,12,17,6,6,15,12,13,6,0,23810
5,12,10,40,10,12,14,6,8,9,15,9,14,20,6,8,11,7,4,1,0,24856
5,20,19,23,17,17,4,8,8,5,24,4,16,14,0,6,13,10,6,2,0,23924
2,3,37,15,27,1,11,11,9,5,15,2,22,17,0,8,27,5,2,2,0,24122
7,5,10,22,19,5,17,13,10,11,5,6,12,12,3,8,26,24,6,0,0,25407
2,17,34,20,26,16,5,16,5,3,14,4,14,8,2,5,3,5,14,8,0,24207
4,22,14,12,16,12,37,4,6,5,8,4,13,6,3,4,25,14,10,2,0,26107
10,7,12,27,32,18,8,9,8,4,13,3,8,13,6,10,21,7,4,1,0,23806
6,10,9,39,14,16,5,16,10,13,13,5,10,16,13,7,4,7,2,6,0,25030
3,24,16,27,22,21,3,8,10,7,17,3,6,11,5,0,21,7,6,4,0,24516
4,11,14,22,15,17,6,10,11,22,23,2,6,9,12,6,13,13,0,5,0,24899
4,25,28,29,18,16,10,6,3,3,35,3,4,9,2,2,11,6,5,2,0,23523
3,12,10,20,20,31,6,12,5,5,16,4,8,18,3,7,13,8,14,6,0,23598
3,12,12,13,27,13,26,12,10,10,12,11,8,7,5,9,11,10,6,4,0,24852
11,16,10,21,14,8,13,8,12,10,18,5,10,11,7,7,19,16,4,1,0,25425
3,15,35,24,18,15,3,8,5,6,25,6,11,9,0,3,11,11,8,6,0,23875
7,14,7,29,13,11,10,6,9,9,17,6,17,16,9,7,18,12,3,2,0,25423
1,4,19,9,9,15,15,5,12,7,11,27,6,18,6,12,20,13,10,3,0,24570
5,10,8,49,21,18,7,9,5,7,27,5,6,16,7,2,5,0,9,6,0,23974
7,11,14,30,7,11,17,8,16,12,11,0,12,15,8,9,17,10,6,1,0,25704
17,19,3,24,11,10,19,8,10,3,25,0,14,10,1,9,21,18,0,0,0,25104
3,14,14,25,16,22,5,10,4,8,20,4,11,21,6,3,17,11,4,4,0,24118
8,12,12,30,12,10,24,4,15,10,16,1,5,10,10,7,20,12,3,1,0,25631
3,19,10,20,17,18,6,13,8,8,13,12,9,13,5,7,20,7,6,8,0,25206
8,17,20,13,20,12,14,9,8,5,25,4,12,3,11,12,14,6,6,3,0,24976
10,10,10,25,19,11,9,12,15,14,19,10,3,12,7,4,13,7,7,5,0,25028
